driverId,week,hours-logged,miles-logged
38,14,67,1200
78,42,55,2300
38,51,77,2900
39,41,54,2400
89,51,55,1300
70,4,75,1400
76,3,72,900
24,27,64,700
94,52,55,1700
73,20,62,3900
91,34,79,1300
47,19,54,1400
30,5,80,3800
104,39,63,300
108,49,77,2900
15,8,76,1100
64,50,78,1300
61,41,77,2600
15,25,70,300
103,2,64,0
69,3,79,400
63,9,79,1900
94,1,62,500
10,11,55,100
55,13,79,1300
73,19,66,2600
104,4,50,1600
89,36,70,900
68,25,73,1700
100,36,67,2900
100,12,64,800
19,30,66,2100
48,25,65,1300
29,7,73,3700
25,50,68,4000
59,3,53,1900
78,41,63,1400
49,11,73,600
20,1,72,3400
42,13,66,0
33,5,55,1200
87,23,62,1400
57,31,58,3100
34,25,64,100
58,52,59,1200
20,14,61,1200
93,33,58,1500
86,42,78,3700
63,15,61,3300
72,7,72,3200
94,3,69,2500
12,38,68,600
60,5,73,2400
46,14,68,3600
75,32,73,600
85,29,78,600
32,19,64,1600
58,1,67,1500
19,32,69,3200
73,19,58,3400
33,50,72,3500
28,49,75,2600
56,21,72,600
89,41,65,200
106,21,60,3100
26,25,72,4000
53,44,56,300
100,46,62,1300
62,32,50,3700
17,51,73,400
78,43,60,1800
28,33,54,2300
31,7,75,2800
73,24,70,2800
19,25,69,300
32,17,69,1700
50,12,78,500
63,52,74,1600
22,11,57,600
50,31,55,700
95,34,52,2300
65,1,60,3800
65,42,67,0
59,16,62,3400
92,21,53,900
31,31,66,2100
83,11,54,1200
73,17,75,900
31,6,61,2200
107,38,53,2000
105,4,74,1100
61,3,72,3400
83,19,71,3200
10,25,80,600
98,41,53,100
75,25,54,2500
17,25,59,0
94,20,65,1500
104,29,76,2800
21,8,71,3400
78,24,66,200
40,16,55,2100
58,32,76,1300
77,24,56,400
86,33,58,3400
64,24,68,2300
104,40,69,3900
55,45,65,2100
73,23,61,3600
14,50,64,1800
22,43,67,2800
47,31,69,1100
101,25,75,1500
42,28,60,300
65,24,63,2900
15,34,64,2100
86,46,67,2300
88,21,54,3400
95,40,64,1700
47,5,61,500
64,17,56,400
26,17,78,2000
91,52,57,3100
97,15,51,600
37,34,63,2100
68,13,80,3300
65,23,51,2300
89,47,52,500
59,52,74,2500
82,43,73,3000
98,43,72,3500
19,42,62,600
37,49,64,2800
16,46,63,2400
63,17,54,1000
88,35,58,2900
25,45,56,800
97,9,59,2400
12,35,79,2800
39,6,69,1900
96,38,58,3600
65,45,64,100
75,24,68,700
38,8,62,2100
34,9,61,2700
31,25,75,3600
99,39,62,200
12,6,58,1800
23,16,59,1900
27,6,73,500
69,35,70,2600
22,11,64,2200
65,7,61,900
20,47,74,2300
93,41,67,1900
